0 	 0
3000 	 -1.376
3024 	 -1.496
3050 	 -1.88
3062 	 -2.472
3078 	 -3.176
3112 	 -3.62
3158 	 -3.808
3164 	 -3.728
3186 	 -2.828
3198 	 -2.688
3216 	 -1.912
3232 	 -1.736
3238 	 -1.364
3262 	 -0.608
3296 	 -0.264
3400 	 -0.024
3636 	 -0.008
3904 	 0
6000 	 -2.478
6020 	 -2.638
6042 	 -3.286
6064 	 -3.582
6088 	 -3.11
6120 	 -2.686
6138 	 -2.872
6154 	 -3.312
6180 	 -3.048
6190 	 -3.516
6198 	 -3.5
6234 	 -3.9
6284 	 -4.203
6296 	 -4.179
6346 	 -4.159
6360 	 -2.871
6374 	 -2.271
6376 	 -1.719
6424 	 -1.319
6444 	 -0.761
6504 	 -0.637
6506 	 -0.613
6552 	 -0.501
6634 	 -0.359
6704 	 -0.331
6710 	 -0.307
6726 	 -0.295
6728 	 -0.267
6782 	 -0.263
6894 	 -0.165
6990 	 -0.145
6994 	 -0.125
7002 	 -0.093
7272 	 -0.089
7278 	 -0.085
7290 	 -0.073
7324 	 -0.025
9000 	 -1.433
9024 	 -1.537
9050 	 -2.497
9078 	 -3.177
9112 	 -3.761
9158 	 -3.713
9162 	 -3.797
9174 	 -3.705
9186 	 -2.857
9216 	 -3.589
9232 	 -3.413
9238 	 -3.801
9262 	 -1.973
9268 	 -1.305
9298 	 -0.417
9304 	 -0.413
9306 	 -0.409
9334 	 -0.277
9400 	 -0.025
9660 	 -0.009
9904 	 -0.001
12000 	 -2.54
12002 	 -2.421
12004 	 -2.583
12006 	 -2.496
12008 	 -4.168
12010 	 -4.6
12012 	 -5.454
12018 	 -5.5
12020 	 -6.053
12032 	 -6.019
12034 	 -6.078
12040 	 -6.29
12042 	 -6.766
12062 	 -6.984
12064 	 -7.06
12070 	 -7.419
12086 	 -7.644
12088 	 -7.032
12090 	 -7.122
12100 	 -7.19
12114 	 -7.331
12120 	 -6.711
12130 	 -6.472
12132 	 -6.762
12152 	 -6.899
12154 	 -7.935
12156 	 -8.096
12166 	 -8.18
12176 	 -8.231
12178 	 -8.156
12180 	 -7.776
12182 	 -8.117
12184 	 -7.969
12186 	 -8.202
12188 	 -8.289
12190 	 -8.605
12192 	 -8.548
12198 	 -8.584
12200 	 -8.538
12206 	 -8.573
12208 	 -8.787
12210 	 -9.013
12212 	 -10.057
12222 	 -9.95
12226 	 -10.43
12230 	 -10.281
12234 	 -11.629
12236 	 -11.585
12242 	 -11.514
12244 	 -11.773
12248 	 -11.743
12252 	 -10.988
12254 	 -10.786
12260 	 -10.831
12264 	 -10.588
12266 	 -10.999
12272 	 -10.998
12274 	 -9.746
12276 	 -9.853
12280 	 -9.67
12282 	 -9.373
12284 	 -9.415
12290 	 -9.143
12296 	 -9.24
12304 	 -8.853
12308 	 -8.838
12320 	 -8.84
12322 	 -8.591
12324 	 -7.987
12328 	 -7.988
12330 	 -8.068
12332 	 -7.889
12334 	 -7.887
12338 	 -7.635
12340 	 -7.669
12344 	 -6.794
12346 	 -6.78
12354 	 -6.768
12356 	 -6.716
12358 	 -6.512
12360 	 -5.56
12362 	 -5.495
12380 	 -5.28
12382 	 -5.272
12386 	 -4.79
12392 	 -4.805
12396 	 -4.709
12404 	 -4.462
12412 	 -4.406
12432 	 -4.139
12438 	 -3.831
12440 	 -3.973
12456 	 -3.646
12464 	 -3.589
12472 	 -3.516
12476 	 -3.615
12480 	 -3.471
12496 	 -3.241
12502 	 -3.297
12508 	 -3.288
12510 	 -3.248
12514 	 -3.738
12516 	 -3.688
12522 	 -3.857
12526 	 -3.779
12532 	 -3.77
12536 	 -3.766
12542 	 -3.881
12544 	 -3.82
12550 	 -3.734
12552 	 -3.592
12558 	 -3.549
12562 	 -3.21
12566 	 -3.168
12570 	 -3.223
12576 	 -3.153
12578 	 -2.939
12588 	 -2.938
12590 	 -2.798
12602 	 -2.602
12604 	 -2.587
12614 	 -2.686
12618 	 -2.636
12622 	 -2.621
12630 	 -2.6
12636 	 -2.481
12648 	 -2.466
12656 	 -2.458
12666 	 -2.455
12672 	 -2.496
12712 	 -1.989
12744 	 -2.073
12748 	 -2.056
12756 	 -2.068
12764 	 -2.238
12772 	 -2.167
12778 	 -2.554
12780 	 -2.499
12792 	 -3.497
12794 	 -3.451
12800 	 -3.515
12814 	 -3.513
12818 	 -3.52
12826 	 -3.517
12840 	 -3.821
12844 	 -3.775
12848 	 -3.729
12856 	 -3.737
12858 	 -3.713
12870 	 -3.601
12872 	 -3.368
12874 	 -3.102
12876 	 -3.04
12878 	 -3
12890 	 -2.972
12896 	 -3.02
12900 	 -2.796
12904 	 -2.635
12912 	 -2.495
12918 	 -2.532
12920 	 -2.508
12926 	 -2.605
12934 	 -2.596
12942 	 -2.378
12954 	 -2.425
12962 	 -2.205
12964 	 -2.198
12970 	 -2.193
12978 	 -2.332
12980 	 -2.231
12984 	 -2.395
12986 	 -2.347
12990 	 -2.341
12996 	 -2.519
12998 	 -2.48
13000 	 -2.333
13010 	 -2.269
13014 	 -2.726
13016 	 -2.745
13018 	 -2.742
13030 	 -2.976
13032 	 -2.859
13034 	 -3.336
13036 	 -3.522
13048 	 -3.64
13050 	 -3.769
13052 	 -3.638
